Task ID	Task	Verb	Object Original	Noun Path	Object	Purpose	Method
7660	Select products or accessories to be displayed at trade or special production shows.	select	products	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > equipment.n.01	equipment.n.01	to be displayed at trade or special production shows	
18717	Select solar energy products, systems, or services for customers based on electrical energy requirements, site conditions, price, or other factors.	select	products	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > implement.n.01 > tool.n.01 > hand_tool.n.01 > file.n.04	file.n.04		based on electrical energy requirements, site conditions, price, or other factors
6159	Consult with rehabilitation team to select activity programs or coordinate occupational therapy with other therapeutic activities.	select	programs	entity.n.01 > abstraction.n.06 > attribute.n.02 > quality.n.01 > appearance.n.01 > decorativeness.n.01 > coating.n.02	coating.n.02	to coordinate occupational therapy with other therapeutic activities	
5215	Develop or select specific software programs for various research scenarios.	select	programs	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > fixture.n.01	fixture.n.01	for various research scenarios	
22847	Select, schedule, or conduct orientation or in-service education programs.	select	programs	entity.n.01 > abstraction.n.06 > group.n.01 > collection.n.01 > vegetation.n.01	vegetation.n.01		
2636	Select set props, such as furniture, pictures, lamps, and rugs.	select	props	entity.n.01 > physical_entity.n.01 > matter.n.03 > fluid.n.02	fluid.n.02		
1856	Select themes, lighting, colors, or props to be used.	select	props	entity.n.01 > abstraction.n.06 > relation.n.01 > magnitude_relation.n.01 > rate.n.01 > flux.n.01	flux.n.01		
971	Evaluate and select providers of services according to customer requirements.	select	providers	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > natural_object.n.01 > plant_part.n.01 > plant_organ.n.01 > leaf.n.01	leaf.n.01		according to customer requirements
4327	Select material quantities or processing methods needed to achieve efficient production.	select	quantities	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > furnishing.n.02	furnishing.n.02	to achieve efficient production	
16332	Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.	select	rates	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > instrument.n.01 > measuring_instrument.n.01 > gauge.n.01	gauge.n.01		according to machining instructions or knowledge of metal properties
23130	Select cutting speeds, feed rates, and depths of cuts, applying knowledge of metal properties and shop mathematics.	select	rates	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > mechanism.n.05 > mechanical_device.n.01 > machine.n.04 > wheel.n.01 > gear.n.01	gear.n.01		applying knowledge of metal properties and shop mathematics
2004	Review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.	select	resources	entity.n.01 > physical_entity.n.01 > matter.n.03 > solid.n.01 > crystal.n.01 > gem.n.02	gem.n.02		using book reviews, catalogs, faculty recommendations, and current holdings
14661	Select and attach drill bits and drill rods, adding more rods as hole depths increase, and changing drill bits as needed.	select	rods	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > structure.n.01 > guide.n.06	guide.n.06		adding more rods as hole depths increase, and changing drill bits as needed
10847	Select and install torches, torch tips, filler rods, and flux, according to welding chart specifications or types and thicknesses of metals.	select	rods	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > hardware.n.02	hardware.n.02		according to welding chart specifications or types and thicknesses of metals
23133	Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products.	select	rolls	entity.n.01 > abstraction.n.06 > communication.n.02 > written_communication.n.01 > writing.n.02 > matter.n.06 > text.n.01 > line.n.05 > heading.n.01	heading.n.01	to form specified contours	
2604	Select shipment routes, based on nature of goods shipped, transit times, or security needs.	select	routes	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > content.n.05 > idea.n.01	idea.n.01		based on nature of goods shipped, transit times, or security needs
17946	Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.	select	routes	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > representation.n.02 > picture.n.01	picture.n.01	to maximize economy by combining shipments or consolidating warehousing and distribution	
18356	Select travel routes and sites to be visited based on knowledge of specific areas.	select	routes	entity.n.01 > physical_entity.n.01 > matter.n.03 > substance.n.07 > food.n.01 > foodstuff.n.02 > ingredient.n.03	ingredient.n.03		based on knowledge of specific areas
9486	Collect or select samples for testing or for use as models.	select	samples	entity.n.01 > abstraction.n.06 > communication.n.02 > message.n.02 > direction.n.06	direction.n.06		
12973	Select knives, saws, blades, cutter heads, cams, bits, or belts, according to workpiece, machine functions, or product specifications.	select	saws	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > adult.n.01 > professional.n.01 > educator.n.01 > teacher.n.01	teacher.n.01		according to workpiece, machine functions, or product specifications
8602	Select plays, scripts, books, news content, or ideas to be produced.	select	scripts	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > musical_instrument.n.01	musical_instrument.n.01		
18356	Select tree seedlings, prepare the ground, or plant the trees in reforestation areas, using manual planting tools.	select	seedlings	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > building_material.n.01 > insulating_material.n.01	insulating_material.n.01		
22993	Research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.	select	sensors	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > group_action.n.01 > transaction.n.01 > commerce.n.01 > commercial_enterprise.n.02 > finance.n.01 > investing.n.01	investing.n.01	for motion control, position sensing, pressure sensing, or electronic communication	
12789	Select and purchase technical web services, such as web hosting services, online merchant accounts, shopping cart software, payment gateway software, or spyware.	select	services	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > item.n.03	item.n.03		by selecting and purchasing technical web services, such as web hosting services, online merchant accounts, shopping cart software, payment gateway software, or spyware
18717	Select solar energy products, systems, or services for customers based on electrical energy requirements, site conditions, price, or other factors.	select	services	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > jig.n.03	jig.n.03		based on electrical energy requirements, site conditions, price, or other factors
10608	Select appropriate equipment settings and adjust patient positions to obtain the best sites and angles.	select	settings	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > expert.n.01 > authority.n.03 > evaluator.n.01 > critic.n.02 > panelist.n.01 > juror.n.01	juror.n.01	to obtain the best sites and angles	
12725	Select desired makeup shades from stock, or mix oil, grease, and coloring to achieve specific color effects.	select	shades	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > implement.n.01 > tool.n.01 > cutting_implement.n.01 > cutter.n.06 > edge_tool.n.01 > knife.n.01	knife.n.01		
207	Select and combine the most effective shots of each scene to form a logical and smoothly running story.	select	shots	entity.n.01 > abstraction.n.06 > communication.n.02 > language.n.01	language.n.01	to form a logical and smoothly running story	
18356	Select travel routes and sites to be visited based on knowledge of specific areas.	select	sites	entity.n.01 > abstraction.n.06 > attribute.n.02 > state.n.02 > illumination.n.02 > light.n.09	light.n.09	to be visited	
18531	Determine size and arrangement of illustrative material and copy, and select style and size of type.	select	size	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > weight.n.04 > load.n.01	load.n.01		according to the arrangement of illustrative material and copy
4025	Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.	select	size	entity.n.01 > physical_entity.n.01 > object.n.01 > location.n.01	location.n.01		
10719	Select drill size to drill test head, according to test design and specifications, and submit guide layout to designated department.	select	size	entity.n.01 > physical_entity.n.01 > matter.n.03 > substance.n.07 > lubricant.n.01	lubricant.n.01		according to test design and specifications
8602	Select pipe sizes, types, or related materials, such as supports, hangers, or hydraulic cylinders, according to specifications.	select	sizes	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > building_material.n.01 > lumber.n.01	lumber.n.01		according to specifications
14556	Select photographs, drawings, sketches, diagrams, and charts to illustrate material.	select	sketches	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > machine.n.01	machine.n.01		
16592	Select, clean, and install spacers, rubber sleeves, or cutters on arbors.	select	sleeves	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > leader.n.01 > head.n.04 > administrator.n.01 > director.n.01	director.n.01		
1211	Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.	select	solutions	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01 > substance.n.01 > material.n.01	material.n.01	to support patients, health care professionals, and their information management	
15564	Evaluate and select information or other technology solutions to improve tracking and reporting of materials or products distribution, storage, or inventory.	select	solutions	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > natural_object.n.01 > body.n.04 > mass.n.05 > mat.n.04	mat.n.04	to improve tracking and reporting of materials or products distribution, storage, or inventory	
23118	Select sources from which programming will be received or through which programming will be transmitted.	select	sources	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > medium.n.01	medium.n.01		from which programming will be received or through which programming will be transmitted
15794	Select nozzles, spacers, and wire guides, according to diameters and lengths of rods.	select	spacers	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > communicator.n.01 > negotiator.n.01 > mediator.n.01	mediator.n.01		according to diameters and lengths of rods
16592	Select, clean, and install spacers, rubber sleeves, or cutters on arbors.	select	spacers	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > agent.n.03 > drug.n.01 > medicine.n.02	medicine.n.02		
4025	Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.	select	spacing	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > commodity.n.01 > merchandise.n.01	merchandise.n.01		
10847	Select and invite guest speakers to speak to classes.	select	speakers	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01 > substance.n.01 > chemical_element.n.01 > metallic_element.n.01	metallic_element.n.01		
20847	Select and prepare specimens and media for cell cultures, using aseptic technique and knowledge of medium components and cell requirements.	select	specimens	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > ability.n.02 > know-how.n.01 > method.n.01	method.n.01		using aseptic technique and knowledge of medium components and cell requirements
449	Select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.	select	specimens	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > happening.n.01 > union.n.09 > combining.n.01 > mix.n.02	mix.n.02	to achieve desired offspring characteristics	according to knowledge of animals, genealogies, traits
17254	Select or prepare specimens and media for cell cultures using aseptic techniques, knowledge of medium components, or cell nutritional requirements.	select	specimens	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > container.n.01 > mold.n.02	mold.n.02		using aseptic techniques
16332	Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.	select	speeds	entity.n.01 > abstraction.n.06 > communication.n.02 > auditory_communication.n.01 > music.n.01	music.n.01		according to machining instructions or knowledge of metal properties
23130	Select cutting speeds, feed rates, and depths of cuts, applying knowledge of metal properties and shop mathematics.	select	speeds	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > opening.n.10 > spout.n.01 > nozzle.n.01	nozzle.n.01		applying knowledge of metal properties and shop mathematics
10197	Select and place spools of thread or pre-wound bobbins into shuttles, or onto spindles or loupers of stitching machines.	select	spools	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > magnitude.n.01 > amount.n.02 > number.n.01	number.n.01		
23133	Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products.	select	stands	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01	part.n.01	to form specified contours	from data charts
15346	Select saw blades, types or grades of stock, or cutting procedures to be used, according to work orders or supervisors' instructions.	select	stock	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > decoration.n.01 > design.n.04	design.n.04		according to work orders or supervisors' instructions
19595	Select wooden stock, determine layouts, and mark layouts of parts on stock, using precision equipment such as scribers, squares, and protractors.	select	stock	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > entertainer.n.01 > performer.n.01	performer.n.01		using precision equipment such as scribers, squares, and protractors
22709	Select appropriate curricula or class structures for educational programs.	select	structures	entity.n.01 > abstraction.n.06 > group.n.01 > social_group.n.01 > organization.n.01 > force.n.04	force.n.04		
18531	Determine size and arrangement of illustrative material and copy, and select style and size of type.	select	style	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > representation.n.02 > photograph.n.01	photograph.n.01		
4025	Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.	select	style	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > way.n.06 > passage.n.03 > conduit.n.01 > tube.n.01 > pipe.n.02	pipe.n.02		
23027	Recruit or select wind operations employees, contractors, or subcontractors.	select	subcontractors	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > representation.n.02 > drawing.n.02 > plan.n.03	plan.n.03		
17925	Determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.	select	subjects	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > sheet.n.06 > plate.n.11	plate.n.11		
21221	Develop or implement procedures or systems to evaluate or select suppliers.	select	suppliers	entity.n.01 > abstraction.n.06 > communication.n.02 > written_communication.n.01 > writing.n.02 > dramatic_composition.n.01 > play.n.01	play.n.01		by evaluating procedures or systems
7697	Select and assemble books, materials, supplies, and equipment for training, courses, or projects.	select	supplies	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > leader.n.01 > employer.n.01 > master.n.04 > postmaster.n.01	postmaster.n.01		
22919	Select and obtain materials and supplies, such as textbooks and laboratory equipment.	select	supplies	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > activity.n.01 > procedure.n.01	procedure.n.01		
7162	Select and obtain materials and supplies, such as textbooks and performance pieces.	select	supplies	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > product.n.02	product.n.02		
3200	Select and obtain materials and supplies, such as textbooks or laboratory equipment.	select	supplies	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > ability.n.02 > know-how.n.01 > method.n.01 > system.n.04 > program.n.02	program.n.02		
19406	Select and obtain materials and supplies, such as textbooks.	select	supplies	entity.n.01 > physical_entity.n.01 > object.n.01 > property.n.05	property.n.05		
10197	Select and order or purchase new equipment, supplies, or furnishings.	select	supplies	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > capitalist.n.02 > businessperson.n.01 > supplier.n.01	supplier.n.01		
20739	Select supplies such as fasteners and thread, according to job requirements.	select	supplies	entity.n.01 > abstraction.n.06 > measure.n.02	measure.n.02		according to job requirements
18390	Select, order, and issue books, materials, and supplies for courses or projects.	select	supplies	entity.n.01 > abstraction.n.06 > relation.n.01 > possession.n.02 > liabilities.n.01 > charge.n.08 > levy.n.01 > tax.n.01 > rates.n.01	rates.n.01		
22786	Select, order, and maintain materials and supplies for teaching and research, such as textbooks, chemicals, and laboratory equipment.	select	supplies	entity.n.01 > abstraction.n.06 > attribute.n.02 > quality.n.01 > asset.n.01 > resource.n.02	resource.n.02		
409	Select, order, store, issue, and inventory classroom equipment, materials, and supplies.	select	supplies	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > implement.n.01 > rod.n.01	rod.n.01		
22847	Select, store, order, issue, and inventory classroom equipment, materials, and supplies.	select	supplies	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > happening.n.01 > movement.n.03 > turning.n.04 > rotation.n.03 > axial_rotation.n.01	axial_rotation.n.01		
8912	Select appropriate culturing system or procedure based on specimen type and reason for referral.	select	system	entity.n.01 > physical_entity.n.01 > object.n.01 > location.n.01 > line.n.11 > path.n.03	path.n.03		based on specimen type and reason for referral
20534	Select and implement corrosion control or mitigation systems for geothermal plants.	select	systems	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > information.n.02 > example.n.01 > sample.n.01	sample.n.01	to implement corrosion control or mitigation	
8039	Select electromechanical equipment, materials, components, or systems to meet functional specifications.	select	systems	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > implement.n.01 > tool.n.01 > hand_tool.n.01 > saw.n.02	saw.n.02	to meet functional specifications	
18419	Select electronics equipment, components, or systems to meet functional specifications.	select	systems	entity.n.01 > abstraction.n.06 > communication.n.02 > written_communication.n.01 > writing.n.02 > dramatic_composition.n.01 > script.n.01	script.n.01	to meet functional specifications	
18717	Select solar energy products, systems, or services for customers based on electrical energy requirements, site conditions, price, or other factors.	select	systems	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > living_thing.n.01 > organism.n.01 > plant.n.02 > vascular_plant.n.01 > spermatophyte.n.01 > seedling.n.01	seedling.n.01		based on electrical energy requirements, site conditions, price, or other factors
10215	Select appropriate radio frequency identification device (RFID) tags and determine placement locations.	select	tags	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > detector.n.01	detector.n.01		
18445	Select the correct sealing compound or tape.	select	tape	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > activity.n.01 > occupation.n.01 > employment.n.02 > services.n.01	services.n.01		
16334	Select aerial photographic and remote sensing techniques and plotting equipment needed to meet required standards of accuracy.	select	techniques	entity.n.01 > abstraction.n.06 > attribute.n.02 > state.n.02 > situation.n.01 > environment.n.01 > setting.n.02	setting.n.02	to meet required standards of accuracy	
449	Select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems.	select	techniques	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > visual_property.n.01 > color.n.01 > shade.n.02	shade.n.02	to assess electromechanical circuits, equipment, processes, systems, or subsystems	
11987	Select appropriate imaging techniques or coils to produce required images.	select	techniques	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > representation.n.02 > photograph.n.01 > scene.n.04	scene.n.04	to produce required images	
14678	Select materials and production techniques to be used for products.	select	techniques	entity.n.01 > physical_entity.n.01 > object.n.01 > location.n.01 > region.n.03 > geographical_area.n.01 > tract.n.01 > site.n.01	site.n.01	for products	
9515	Select methods, techniques, or criteria for data warehousing evaluative procedures.	select	techniques	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > size.n.02	size.n.02	for data warehousing evaluative procedures	
18617	Evaluate and select technologies to clean up polluted sites, restore polluted air, water, or soil, or rehabilitate degraded ecosystems.	select	technologies	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > creation.n.02 > representation.n.02 > drawing.n.02 > sketch.n.01	sketch.n.01		
22993	Research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.	select	technologies	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > container.n.01 > case.n.05 > sleeve.n.02	sleeve.n.02	for motion control, position sensing, pressure sensing, or electronic communication	
16333	Select and administer tests to evaluate hearing or related disabilities.	select	tests	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01 > substance.n.01 > mixture.n.01 > solution.n.01	solution.n.01		
20705	Select statistical tests for analyzing data.	select	tests	entity.n.01 > physical_entity.n.01 > object.n.01 > location.n.01 > point.n.02 > beginning.n.04	beginning.n.04	for analyzing data	
20904	Select, administer, and score psychological tests.	select	tests		#N/A		according to psychological standards
3065	Select, administer, score, and interpret psychological tests to obtain information on individuals' intelligence, achievements, interests, or personalities.	select	tests	entity.n.01 > abstraction.n.06 > relation.n.01 > position.n.07 > placement.n.01 > spacing.n.02	spacing.n.02	to obtain information on individuals' intelligence, achievements, interests, or personalities	
1856	Select themes, lighting, colors, or props to be used.	select	themes	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > communicator.n.01 > articulator.n.01 > speaker.n.01	speaker.n.01		
17484	Select thread, twine, cord, or yarn to be used, and thread needles.	select	thread	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > information.n.02 > example.n.01 > specimen.n.01	specimen.n.01	to be used	
10197	Select and order tile and other items to be installed, such as bathroom accessories, walls, panels, and cabinets, according to specifications.	select	tile	entity.n.01 > abstraction.n.06 > relation.n.01 > magnitude_relation.n.01 > rate.n.01 > speed.n.01	speed.n.01		according to specifications
1121	Select and schedule class times to ensure maximum attendance.	select	times	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > mechanism.n.05 > mechanical_device.n.01 > winder.n.03 > bobbin.n.01	bobbin.n.01	to ensure maximum attendance	
10847	Select and install torches, torch tips, filler rods, and flux, according to welding chart specifications or types and thicknesses of metals.	select	tips	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > device.n.01 > support.n.10 > base.n.08	base.n.08		according to welding chart specifications or types and thicknesses of metals
2023	Select torch tips, alloys, flux, coil, tubing, or wire, according to metal types or thicknesses, data charts, or records.	select	tips	entity.n.01 > abstraction.n.06 > relation.n.01 > possession.n.02 > assets.n.01 > capital.n.01 > stock.n.01	stock.n.01		according to metal types or thicknesses, data charts, or records
20705	Select substitute titles when requested materials are unavailable, following criteria such as age, education, and interests.	select	titles	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > constitution.n.04 > structure.n.02	structure.n.02		following criteria such as age, education, and interests
20435	Select machine tooling to be used, using knowledge of machine and production requirements.	select	tooling	entity.n.01 > abstraction.n.06 > attribute.n.02 > property.n.02 > manner.n.01	manner.n.01		using knowledge of machine and production requirements
3332	Determine the sequence of machine operations, and select the proper cutting tools needed to machine workpieces into the desired shapes.	select	tools	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > party.n.05 > contractor.n.03 > builder.n.03 > contractor.n.01 > subcontractor.n.01	subcontractor.n.01	to machine workpieces into the desired shapes	
16805	Select and install blades, tools, or other attachments for each operation.	select	tools	entity.n.01 > physical_entity.n.01 > thing.n.12 > subject.n.02	subject.n.02	for each operation	
3556	Select and install cutting tools and other accessories according to specifications, using hand tools or power tools.	select	tools	entity.n.01 > physical_entity.n.01 > causal_agent.n.01 > person.n.01 > capitalist.n.02 > businessperson.n.01 > supplier.n.01	supplier.n.01		according to specifications
2313	Select and purchase tools or finishes for surfaces to be covered, considering durability, ease of handling, methods of application, and customers' wishes.	select	tools	entity.n.01 > abstraction.n.06 > measure.n.02 > indefinite_quantity.n.01 > supply.n.01	supply.n.01		considering durability, ease of handling, methods of application, and customers' wishes
16332	Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.	select	tools	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > content.n.05 > idea.n.01 > plan.n.01 > plan_of_action.n.01 > system.n.07	system.n.07		according to machining instructions or knowledge of metal properties
10215	Select appropriate tools, safety equipment, and parts, according to job requirements.	select	tools	entity.n.01 > abstraction.n.06 > communication.n.02 > signal.n.01 > symbol.n.01 > marker.n.02 > label.n.04 > tag.n.02	tag.n.02		according to job requirements
10581	Select chisels, pneumatic or surfacing tools, or sandblasting nozzles, and determine sequence of use.	select	tools	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > strip.n.02 > tape.n.01	tape.n.01		
23453	Select cleaning materials, tools, or equipment.	select	tools	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > ability.n.02 > know-how.n.01 > method.n.01 > technique.n.01	technique.n.01	for cleaning	
22683	Select cutting tools and tooling instructions, according to written specifications or knowledge of metal properties and shop mathematics.	select	tools	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > activity.n.01 > occupation.n.01 > profession.n.02 > technology.n.01	technology.n.01		according to written specifications or knowledge of metal properties and shop mathematics
23765	Select fishing methods or tools for removing obstacles such as liners, broken casing, screens, or drill pipe.	select	tools	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > activity.n.01 > measurement.n.01 > mental_measurement.n.01 > test.n.02	test.n.02	for removing obstacles such as liners, broken casing, screens, or drill pipe	
1999	Select lens blanks, molds, tools, and polishing or grinding wheels, according to production specifications.	select	tools	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > cognition.n.01 > content.n.05 > idea.n.01 > theme.n.02	theme.n.02		according to production specifications
791	Select programming languages, design tools, or applications.	select	tools	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > line.n.18 > cord.n.01 > thread.n.01	thread.n.01		
2023	Select tools, equipment, or materials from storage and transport items to work site.	select	tools	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > block.n.01 > slab.n.01 > tile.n.01	tile.n.01		from storage
10847	Select and install torches, torch tips, filler rods, and flux, according to welding chart specifications or types and thicknesses of metals.	select	torches	entity.n.01 > abstraction.n.06 > measure.n.02 > fundamental_quantity.n.01 > time_period.n.01 > times.n.01	times.n.01		according to welding chart specifications or types and thicknesses of metals
18360	Select or direct the execution of trades.	select	trades	entity.n.01 > physical_entity.n.01 > object.n.01 > location.n.01 > region.n.01 > extremity.n.04 > end.n.01 > tip.n.01	tip.n.01		
3065	Select, bait, and set traps, and lay poison along trails, according to species, size, habits, and environs of birds or animals and reasons for trapping them.	select	traps	entity.n.01 > abstraction.n.06 > relation.n.01 > part.n.01 > language_unit.n.01 > name.n.01 > title.n.02	title.n.02		according to species, size, habits, and environs of birds or animals and reasons for trapping them
9007	Select and prescribe post-anesthesia medications or treatments to patients.	select	treatments		#N/A		
15439	Select or cut trees according to markings or sizes, types, or grades.	select	trees	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > implement.n.01 > tool.n.01	tool.n.01		according to markings or sizes, types, or grades
18356	Select trees to be cut down, assessing factors such as site, terrain, and weather conditions before beginning work.	select	trees	entity.n.01 > physical_entity.n.01 > object.n.01 > whole.n.02 > artifact.n.01 > instrumentality.n.03 > equipment.n.01 > apparatus.n.01 > burner.n.01 > blowtorch.n.01	blowtorch.n.01		assessing factors such as site, terrain, and weather conditions before beginning work
2023	Select torch tips, alloys, flux, coil, tubing, or wire, according to metal types or thicknesses, data charts, or records.	select	tubing	entity.n.01 > abstraction.n.06 > psychological_feature.n.01 > event.n.01 > act.n.02 > group_action.n.01 > transaction.n.01 > commerce.n.01 > trade.n.01	trade.n.01		according to metal types or thicknesses, data charts, or records
